Ticker,Company Name,IndustryId,Fiscal Year,Fiscal Period,Revenue,Operating Expenses,Net Income,Date,Open,Close,Price Movement,Return_1d,Return_3d,Return_7d,MA_7,MA_14,Volatility_7d,RSI_14,MA_20,BB_Upper,BB_Lower,EMA_12,EMA_26,MACD,Price Change %,Action,Capital,Total Stock Value,Total Portfolio Value
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-05-20,45.88,45.77,1,-0.03132275132275131,-0.04106432013408745,-0.08788361897170183,47.30857142857143,49.48357142857143,1.1069993762634993,33.38368580060421,50.0075,54.489087477199284,45.525912522800716,48.37198832152607,49.390010542340754,-1.0180222208146859,-3.1322751322751308,BUY,8376.960000000001,1464.64,9841.6
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-05-21,46.3,46.65,0,0.019226567620712176,-0.018308080808080884,-0.053752535496957354,46.93,49.05642857142857,0.6852493463454365,24.356775300171464,49.746500000000005,54.37691330427653,45.11608669572348,48.10706704129129,49.18704679846366,-1.0799797571723744,1.9226567620712176,HOLD,8376.960000000001,1492.8,9869.76
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-05-22,46.16,45.7,0,-0.020364415862808016,-0.032804232804232725,-0.015722593150979902,46.825714285714284,48.58571428571428,0.8169222146337372,23.145884270578605,49.442,54.301874808870565,44.582125191129435,47.73674903493878,48.9287470356145,-1.1919980006757172,-2.0364415862808016,HOLD,8376.960000000001,1462.4,9839.36
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-05-23,44.95,44.91,0,-0.017286652078774778,-0.018789600174787147,-0.04770992366412219,46.50428571428572,48.012142857142855,1.0676431542243447,17.647058823529363,49.1215,54.295220131588096,43.9477798684119,47.301864568025124,48.63106207001343,-1.329197501988304,-1.7286652078774778,HOLD,8376.960000000001,1437.12,9814.080000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-05-24,45.05,44.74,0,-0.0037853484747271127,-0.040943193997856286,-0.06264403938822538,46.07714285714286,47.485,1.0933391405189434,18.622448979591795,48.8045,54.24309685851724,43.365903141482754,46.90773155755972,48.342835250012435,-1.4351036924527136,-0.37853484747271127,HOLD,8376.960000000001,1431.68,9808.640000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-05-28,44.73,44.56,0,-0.0040232454179705,-0.02494529540481405,-0.062289562289562284,45.65428571428572,47.045,1.0116464656335329,20.777988614800705,48.475,54.11022941203956,42.839770587960444,46.54654208716592,48.062625231492994,-1.5160831443270766,-0.40232454179705,HOLD,8376.960000000001,1425.92,9802.880000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-05-29,44.1,44.34,1,-0.004937163375224429,-0.0126920507682029,-0.061587301587301524,45.23857142857143,46.58857142857143,0.8278371130328464,20.27906976744184,48.1835,54.04803847962031,42.318961520379695,46.20707407375578,47.786875214345365,-1.5798011405895878,-0.4937163375224429,BUY,8376.960000000001,1418.88,9795.84
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-05-30,44.49,44.58,0,0.005412719891745521,-0.0035762181493071976,-0.02599956303255413,45.068571428571424,46.18857142857143,0.8226872344424502,23.180076628352424,47.781,53.46272657227582,42.09927342772418,45.95675498548566,47.54932890217163,-1.5925739166859714,0.5412719891745521,HOLD,8376.960000000001,1426.56,9803.52
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-05-31,44.06,43.77,0,-0.018169582772543658,-0.017728904847396754,-0.06173633440514459,44.65714285714286,45.79357142857143,0.586137477779272,23.33654773384758,47.355,52.88895452019429,41.821045479805704,45.62033114156479,47.26937861312188,-1.6490474715570898,-1.8169582772543658,HOLD,8376.960000000001,1400.64,9777.6
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-03,43.9,43.33,1,-0.010052547406899759,-0.022778529544429493,-0.051859956236324,44.31857142857143,45.57214285714286,0.5675511304848296,30.478589420654842,46.8745,52.021965293459324,41.72703470654067,45.26797250440097,46.97757278992766,-1.7096002855266903,-1.005254740689976,BUY,8333.630000000001,1429.8899999999999,9763.52
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-04,43.86,44.91,1,0.03646434341103166,0.007402422611036297,0.0,44.31857142857143,45.41142857142857,0.5675511304848296,37.20136518771328,46.513999999999996,51.093190459367,41.93480954063299,45.21289981141621,46.82441924993302,-1.6115194385168152,3.6464343411031663,BUY,8333.630000000001,1482.03,9815.660000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-05,46.07,45.63,1,0.01603206412825675,0.04249485949280318,0.019892713455520905,44.44571428571429,45.26142857142857,0.7485287156118687,38.25503355704699,46.259499999999996,50.39912355267899,42.119876447321005,45.277069071198326,46.73594374993798,-1.4588746787396545,1.603206412825675,BUY,8333.630000000001,1505.7900000000002,9839.420000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-06,45.77,46.3,1,0.01468332237562997,0.06854373413339476,0.03904847396768396,44.694285714285705,45.174285714285716,1.0291235290748826,43.51063829787229,46.038,49.60490400915503,42.471095990844965,45.43444306024474,46.70365162031295,-1.2692085600682077,1.468332237562997,BUY,8333.630000000001,1527.8999999999999,9861.53
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-07,46.63,47.54,1,0.026781857451403823,0.058561567579603624,0.07216959855660798,45.151428571428575,45.195,1.4642566779932735,51.39826422372227,45.906,48.990244512117386,42.82175548788261,45.75837489713016,46.76560335214162,-1.0072284550114574,2.6781857451403823,BUY,8333.630000000001,1568.82,9902.45
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-10,47.95,48.15,1,0.012831299957930087,0.055226824457593526,0.08008075370121137,45.66142857142857,45.365,1.8123872707144748,62.52631578947368,45.8485,48.70045611540754,42.99654388459246,46.126317220648595,46.86815125198298,-0.7418340313343847,1.2831299957930087,BUY,8333.630000000001,1588.95,9922.580000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-11,48.72,48.7,0,0.011422637590861928,0.05183585313174954,0.11263422435458081,46.36571428571428,45.511428571428574,1.910138364472262,61.17775354416579,45.962,49.079695505202174,42.84430449479783,46.522268417471885,47.003843751836094,-0.48157533436420863,1.1422637590861928,HOLD,8333.630000000001,1607.1000000000001,9940.730000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-12,48.49,48.55,0,-0.0030800821355236874,0.021245267143458202,0.12047080544657285,47.11142857142857,45.714999999999996,1.5030350247796698,67.02508960573472,46.0315,49.318990003987196,42.74400999601281,46.83422712247621,47.11837384429268,-0.2841467218164695,-0.30800821355236874,HOLD,8333.630000000001,1602.1499999999999,9935.78
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-13,48.67,48.54,0,-0.0002059732234809264,0.008099688473520272,0.08082832331329337,47.63,45.97428571428572,1.215647975361326,73.9130434782609,46.072,49.46583093583823,42.67816906416178,47.09665371901833,47.22367948545618,-0.12702576643785335,-0.02059732234809264,HOLD,8333.630000000001,1601.82,9935.45
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-14,47.89,48.19,1,-0.007210548001648109,-0.010472279260780426,0.056103440718825226,47.99571428571428,46.22071428571429,0.841048098958653,72.20077220077216,46.1055,49.57196171796331,42.63903828203669,47.26486083916935,47.2952587828298,-0.030397943660446458,-0.7210548001648109,BUY,8333.630000000001,1590.27,9923.900000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-17,48.23,48.47,1,0.00581033409421039,-0.0016477857878475222,0.04686825053995691,48.30571428571428,46.5,0.3917846833341804,74.84116899618802,46.1665,49.75842823161217,42.57457176838783,47.45026686391253,47.38227665076833,0.06799021314419917,0.581033409421039,BUY,8333.630000000001,1599.51,9933.140000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-18,49.01,49.61,0,0.02351970290901595,0.022043675319324274,0.04354228018510731,48.60142857142857,46.87642857142857,0.48711492728199757,79.97724687144478,46.35850000000001,50.258498785424905,42.45850121457511,47.78253350023368,47.547293195155866,0.23524030507781646,2.351970290901595,HOLD,8333.630000000001,1637.1299999999999,9970.76
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-19,49.92,49.47,1,-0.0028220116911913395,0.02656152728781902,0.027414330218068494,48.790000000000006,47.22571428571428,0.5362524281219038,78.13578826237051,46.4995,50.640343926188535,42.35865607381146,48.04214373096696,47.689715921440616,0.3524278095263469,-0.28220116911913395,BUY,8333.630000000001,1632.51,9966.140000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-20,50.09,49.87,0,0.008085708510208178,0.028883845677738718,0.024024640657084095,48.957142857142856,47.66142857142857,0.6693458071309335,86.83574879227042,46.708,51.092132153213676,42.32386784678632,48.323352387741274,47.85121844577835,0.47213394196292313,0.8085708510208178,HOLD,8333.630000000001,1645.7099999999998,9979.34
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-21,49.7,49.7,0,-0.003408863043914079,0.0018141503729087738,0.023686920700308978,49.121428571428574,48.11642857142857,0.6934558042015987,89.76279650436955,46.947500000000005,51.44006637475495,42.45493362524506,48.53514432808877,47.988165227572544,0.546979100516225,-0.3408863043914079,HOLD,8333.630000000001,1640.1000000000001,9973.730000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-24,49.63,49.65,0,-0.001006036217303885,0.0036385688295936802,0.022867737948083944,49.279999999999994,48.455,0.6646552991337568,86.57407407407402,47.193,51.714178700527675,42.67182129947232,48.70666058530588,48.111264099604206,0.5953964857016771,-0.1006036217303885,HOLD,8333.630000000001,1638.45,9972.080000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-25,49.61,48.89,1,-0.015307150050352436,-0.019651092841387552,0.014525835235526197,49.379999999999995,48.68785714285714,0.5073788853837331,74.99999999999997,47.409499999999994,51.81296024227118,43.00603975772881,48.73486664910498,48.16894824037426,0.5659184087307167,-1.5307150050352436,BUY,8333.630000000001,1613.3700000000001,9947.000000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-26,49.44,49.95,0,0.021681325424422138,0.005030181086519203,0.03053435114503822,49.59142857142857,48.94857142857143,0.34844552761395625,76.410998552822,47.69,51.98353001619877,43.396469983801225,48.92181024155037,48.30087800034654,0.6209322412038247,2.1681325424422138,HOLD,8333.630000000001,1648.3500000000001,9981.980000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-27,50.07,49.94,0,-0.0002002002002002845,0.005840886203424045,0.006651884700665134,49.63857142857143,49.12,0.372846195788776,71.12676056338022,47.958,52.1006490380711,43.8153509619289,49.07845481977339,48.42229444476532,0.6561603750080707,-0.02002002002002845,HOLD,8333.630000000001,1648.02,9981.650000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-06-28,49.67,49.48,1,-0.009211053263916691,0.0120679075475556,0.00020214271275520446,49.63999999999999,49.214999999999996,0.3721110945222449,62.02531645569616,48.2435,51.933151388467586,44.55384861153241,49.14023100134671,48.50064300441233,0.639587996934381,-0.9211053263916691,BUY,8333.630000000001,1632.84,9966.470000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-01,50.79,50.39,1,0.01839126919967682,0.008808808808808744,0.010427110487266855,49.714285714285715,49.33571428571428,0.4657916967505678,64.34634974533103,48.5965,51.592534396542014,45.600465603457984,49.33250315498568,48.64059537445586,0.6919077805298173,1.8391269199676819,BUY,8333.630000000001,1662.8700000000001,9996.500000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-02,50.35,50.68,1,0.005755110140901021,0.01481778133760514,0.019718309859154903,49.854285714285716,49.487857142857145,0.5911812227186258,67.66169154228855,48.885000000000005,51.469288561368636,46.300711438631375,49.53981036191096,48.79166238375543,0.7481479781555294,0.5755110140901021,BUY,8333.630000000001,1672.44,10006.070000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-03,50.82,51.1,0,0.008287292817679592,0.032740501212611184,0.029204431017120003,50.06142857142857,49.67071428571428,0.7423707198658318,69.87577639751551,49.158500000000004,51.431372284368905,46.8856277156311,49.77983953700158,48.9626503553291,0.8171891816724752,0.8287292817679592,HOLD,8333.630000000001,1686.3,10019.93
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-05,50.84,51.06,0,-0.0007827788649705791,0.013296288946219592,0.0443853548782982,50.37142857142857,49.87571428571429,0.6135804367650134,73.4094616639478,49.396499999999996,51.38859252585781,47.40440747414218,49.9767873005398,49.11800958826769,0.8587777122721079,-0.07827788649705791,HOLD,8333.630000000001,1684.98,10018.61
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-08,50.2,50.01,1,-0.02056404230317277,-0.013220205209155567,0.001201201201201041,50.379999999999995,49.98571428571428,0.6070969170292817,61.15942028985504,49.519999999999996,51.32495225188328,47.71504774811671,49.9818969466106,49.184082952099715,0.7978139945108822,-2.056404230317277,BUY,8333.630000000001,1650.33,9983.960000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-09,49.8,50.31,1,0.005998800239952029,-0.015459882583170215,0.00740889066880257,50.43285714285714,50.035714285714285,0.5778037234709791,55.77557755775578,49.628,51.34409839001443,47.91190160998557,50.032374339439734,49.26748421490714,0.7648901245325916,0.5998800239952029,BUY,8333.630000000001,1660.23,9993.86
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-10,50.46,50.81,0,0.00993838203140518,-0.004896200548374474,0.026879547291835282,50.62285714285714,50.13142857142857,0.40512196870025546,60.43613707165109,49.7335,51.468711499318744,47.998288500681255,50.152009056449,49.38174464343254,0.7702644130164629,0.993838203140518,HOLD,8333.630000000001,1676.73,10010.36
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-11,50.83,50.44,1,-0.007282031096241037,0.008598280343931286,0.000992260369120812,50.629999999999995,50.172142857142866,0.400749298189979,54.4600938967136,49.828,51.49640106247351,48.159598937526496,50.196315355456846,49.4601339291042,0.736181426352644,-0.7282031096241037,BUY,8333.630000000001,1664.52,9998.150000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-12,50.61,50.83,1,0.0077319587628865705,0.010335917312661369,0.0029597474348854735,50.65142857142858,50.25285714285714,0.40781648533874115,58.547655068078605,49.942499999999995,51.55199648877156,48.33300351122843,50.293805300771176,49.5616054899113,0.7321998108598748,0.773195876288657,BUY,8333.630000000001,1677.3899999999999,10011.02
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-15,51.02,51.3,0,0.009246507967735518,0.009643770911237803,0.003913894324853118,50.68,50.37071428571429,0.4493699292710711,61.73541963015643,50.098,51.591333959899465,48.60466604010053,50.44860448526792,49.69037545362158,0.7582290316463443,0.9246507967735518,HOLD,8333.630000000001,1692.8999999999999,10026.53
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-16,51.15,51.12,0,-0.0035087719298245723,0.013481363996827866,0.001175088131609714,50.68857142857143,50.53000000000001,0.4583095231907924,67.28682170542626,50.2305,51.578847526652936,48.88215247334706,50.55189610291901,49.796273568168125,0.7556225347508843,-0.35087719298245723,HOLD,8333.630000000001,1686.9599999999998,10020.59
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-17,51.01,50.84,1,-0.00547730829420956,0.00019673421207966335,0.016596680663867325,50.807142857142864,50.59357142857142,0.3474533199201693,57.84832451499117,50.291999999999994,51.633367723042625,48.950632276957364,50.59621977939301,49.87358663719271,0.7226331422003014,-0.547730829420956,BUY,8333.630000000001,1677.72,10011.35
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-18,51.0,51.41,0,0.011211644374508056,0.0021442495126704486,0.02186444046909153,50.964285714285715,50.698571428571434,0.3336094094820435,61.79775280898875,50.389,51.76032897508011,49.0176710249199,50.721416736409466,49.9873950344377,0.7340217019717699,1.1211644374508056,HOLD,8333.630000000001,1696.53,10030.160000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-19,51.45,50.65,1,-0.014783116125267393,-0.009194053208137709,-0.0031489864199961692,50.941428571428574,50.78214285714286,0.350971440975865,58.958652373660044,50.428000000000004,51.78142995074679,49.07457004925322,50.71042954619262,50.03647688373861,0.6739526624540133,-1.4783116125267393,BUY,8333.630000000001,1671.45,10005.080000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-22,50.91,51.8,1,0.02270483711747273,0.018882769472855943,0.026962727993655733,51.135714285714286,50.88285714285714,0.4001190299085211,60.41358936484488,50.533,51.97177286894789,49.094227131052115,50.878055769855294,50.1671082256839,0.7109475441713968,2.270483711747273,BUY,8333.630000000001,1709.3999999999999,10043.03
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-23,52.12,52.21,0,0.007915057915057977,0.015561174868702565,0.02714932126696845,51.33285714285715,50.99214285714286,0.5399294486536964,61.10304789550073,50.661,52.21952696986255,49.10247303013745,51.082970266800636,50.31843354229991,0.7645367245007293,0.7915057915057977,HOLD,8333.630000000001,1722.93,10056.560000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-24,51.92,52.17,0,-0.0007661367554108178,0.030009871668311927,0.016959064327485507,51.457142857142856,51.068571428571424,0.6245989189259531,58.21812596006145,50.825,52.28610988815442,49.363890111845585,51.25020561036977,50.455586613240655,0.7946189971291133,-0.07661367554108178,HOLD,8333.630000000001,1721.6100000000001,10055.240000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-25,52.22,51.76,1,-0.007858922752539854,-0.0007722007722007485,0.012519561815336422,51.548571428571435,51.11857142857143,0.6137705480991518,55.08720930232555,50.915499999999994,52.37262731084124,49.45837268915875,51.328635516466726,50.552209827074684,0.7764256893920418,-0.7858922752539854,BUY,8333.630000000001,1708.08,10041.710000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-26,51.87,51.94,1,0.0034775888717155645,-0.005171423099023187,0.021636506687647383,51.70571428571428,51.25642857142857,0.5382953694409168,66.05657237936772,51.0155,52.46524008559773,49.56575991440228,51.42269159085646,50.65500909914323,0.7676824917132308,0.34775888717155645,BUY,8333.630000000001,1714.02,10047.650000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-29,52.12,52.42,0,0.009241432422025575,0.004792026068621835,0.019645983271737055,51.85,51.40714285714285,0.5795975615312271,67.04361873990307,51.1625,52.55162884476849,49.773371155231516,51.576123653801616,50.78574916587336,0.7903744879282542,0.9241432422025575,HOLD,8333.630000000001,1729.8600000000001,10063.490000000002
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-30,52.19,52.2,1,-0.004196871423120974,0.008500772797527034,0.03060217176702862,52.07142857142857,51.50642857142857,0.2432028351956509,61.75972927241964,51.253,52.66585973528101,49.84014026471899,51.67210463013983,50.89050848691978,0.7815961432200496,-0.41968714231209736,BUY,8333.630000000001,1722.6000000000001,10056.230000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-07-31,54.1,53.26,0,0.02030651340996159,0.025413939160569887,0.02818532818532815,52.28000000000001,51.707857142857144,0.4812137432225125,71.3636363636364,51.38199999999999,53.026686500282004,49.73731349971798,51.91639622550293,51.06602637677757,0.8503698487253573,2.030651340996159,HOLD,8333.630000000001,1757.58,10091.210000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-08-01,53.48,52.11,0,-0.021592189260232764,-0.005913773368943165,-0.0019153418885271556,52.26571428571428,51.799285714285716,0.48510676291732835,58.69565217391307,51.43249999999999,53.10255672768428,49.7624432723157,51.9461814215794,51.14335775627553,0.802823665303876,-2.1592189260232764,HOLD,8333.630000000001,1719.6299999999999,10053.26
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-08-02,51.38,51.01,0,-0.021109192093648033,-0.02279693486590051,-0.02223500095840525,52.10000000000001,51.778571428571425,0.6815912753742143,48.18523153942429,51.42999999999999,53.102552414409395,49.75744758559059,51.80215351056719,51.13347940395882,0.6686741066083641,-2.1109192093648033,HOLD,8333.630000000001,1683.33,10016.960000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-08-05,49.5,48.34,1,-0.05234267790629277,-0.09237701840030033,-0.0660741885625965,51.611428571428576,51.57999999999999,1.5884208990001987,36.73664122137405,51.346500000000006,53.43305117106508,49.25994882893493,51.26951450894147,50.92655500366558,0.3429595052758927,-5.234267790629277,BUY,8333.630000000001,1595.22,9928.85
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-08-06,49.08,49.25,1,0.018824989656599067,-0.05488389944348493,-0.05179052753176738,51.22714285714286,51.46642857142857,1.8061535029421436,42.844284428442826,51.293499999999995,53.53872206145907,49.04827793854092,50.95881996910432,50.802365744134796,0.15645422496952222,1.8824989656599067,BUY,8333.630000000001,1625.25,9958.880000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-08-07,48.85,49.76,1,0.01035532994923849,-0.024504999019800078,-0.0507439908431897,50.847142857142856,51.348571428571425,1.7931324015597847,42.53393665158371,51.241,53.580931622932475,48.901068377067524,50.77438612770366,50.725153466791475,0.049232660912181814,1.035532994923849,BUY,8333.630000000001,1642.08,9975.710000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-08-08,50.05,50.86,0,0.022106109324758982,0.05213074058750511,-0.025670498084291227,50.65571428571429,51.363571428571426,1.6933877006644638,50.92186128182617,51.262,53.579090734883636,48.944909265116365,50.78755749267233,50.735142098881,0.05241539379132831,2.2106109324758982,HOLD,8333.630000000001,1678.3799999999999,10012.01
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-08-09,50.33,50.25,0,-0.011993708218639432,0.020304568527918843,-0.056515208411565876,50.22571428571428,51.25285714285714,1.2445461976540182,42.85714285714286,51.233000000000004,53.587079102547754,48.878920897452254,50.70485633995351,50.69920564711204,0.005650692841470573,-1.1993708218639432,HOLD,8333.630000000001,1658.25,9991.880000000001
AAPL,APPLE INC,101001,2019,Q3,53809000000,-8683000000,10044000000,2019-08-12,49.91,50.12,1,-0.002587064676616957,0.007234726688102988,-0.03818844751487238,49.941428571428574,51.10357142857142,0.9299001482493501,40.11352885525069,51.17399999999999,53.57959348186667,48.76840651813332,50.61487844149912,50.656301525103736,-0.041423083604613,-0.2587064676616957,BUY,8333.630000000001,1653.9599999999998,9987.59
